Employee_No,Employee_Code,Name,Title,Address_Line_3,Date_of_Birth,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Status_Reason,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,,,
2389,51029,Mr Ewell Mueller Sr,Mr,Kandy,3/15/1999,Male,1,Single,181,12/20/2021,3/12/2022,Inactive,RESIGN,3/12/2022,\N,\N,Staff,Contarct Basis,Buddhist,Trainee Engineer,,,
2392,5376,Miss Laila Waelchi PhD,Mr,Ankumbura,8/28/1999,Male,1,Single,27,12/9/2021,9/26/2022,Inactive,VOP,9/26/2022,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,,,
2393,5377,Lorenza Deckow,Mr,Ginigathhena,1/5/1998,Male,1,Single,27,12/23/2021,\N,Active,,\N,1964,\N,Staff,Contarct Basis,Buddhist,Supervisor,,,
2394,193198,Rosie Kutch,Mr,Rideegama,10/20/1966,Male,1,Married,55,12/20/2021,2/24/2022,Inactive,RESIGN,2/24/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,,,
2396,197112,Leta Pfannerstill,Mr,,8/28/1989,Male,1,Single,31,12/23/2021,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2397,197111,Mr Maximus Lakin DDS,Mr,,10/4/1970,Male,1,Single,31,12/20/2021,3/2/2022,Inactive,RESIGN,3/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2398,197113,Prof Franz Dicki,Mr,,1/26/1996,Male,1,Single,55,12/1/2021,3/2/2022,Inactive,RESIGN,3/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,,,
2399,198147,Prof Richmond Dooley III,Mr,Samanthurai,2/28/1996,Male,5,Single,31,12/27/2021,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Muslim,Unskilled Labor,,,
2400,196161,Alvina Rowe,Mr,Colombo 14,5/27/1984,Male,1,Married,31,12/27/2021,6/18/2022,Inactive,RESIGN,6/18/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2401,1975009,Ms Melba Walter,Mr,MONARAGALA,0000-00-00,Male,1,Married,31,12/27/2021,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2402,5378,Prof Wayne Wolff I,Mr,,5/3/1993,Male,1,Single,158,12/29/2021,8/29/2022,Inactive,VOP,8/29/2022,\N,\N,Staff,Contarct Basis,Buddhist,Assistant QS,,,
2403,179045,Rogers Doyle,Ms,Ginigathhena,8/6/2001,Female,1,Single,125,1/1/2022,4/29/2022,Inactive,RESIGN,4/29/2022,\N,\N,Labour,Contarct Basis,Buddhist,Data Colector,,,
2404,1795153,Sim Abbott III,Mr,Kumburegama,1/16/1965,Male,1,Married,124,1/3/2022,3/30/2022,Inactive,RESIGN,3/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
2405,5380,Filiberto Abshire,Mr,Kadawatha,2/17/1996,Male,1,Single,146,1/3/2022,1/27/2022,Inactive,RESIGN,1/27/2022,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Site Engineer,,,
2406,5379,Lavon Littel,Mr,Rathnapura,7/29/1979,Male,1,Married,186,12/7/2021,\N,Active,,\N,\N,\N,Staff,Contarct Basis,Buddhist,Surveyor,,,
2407,51030,Prof Muhammad Rogahn,Mr,,4/5/2002,Male,1,Single,182,1/1/2022,2/3/2022,Inactive,Resign,2/3/2022,\N,\N,Labour,Contarct Basis,Buddhist,Labour,,,
2408,1795154,Vaughn Mills,Mr,Kumburegma,10/6/1969,Male,1,Married,31,1/4/2022,3/30/2022,Inactive,RESIGN,3/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2410,199087,Mr Madyson Hammes III,Mr,,8/6/1974,Male,1,Married,95,12/20/2021,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Welder,,,
2411,193199,Mr Hiram Homenick III,Mr,Rideegama,12/22/1996,Male,1,Single,55,1/3/2022,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,,,
2427,5382,Dr Daryl Schaefer,Mr,Anuradhapura,11/18/1993,Male,1,Single,33,1/3/2022,0000-00-00,Active,,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,,,
2428,5383,Dr Mariana Stiedemann DVM,Mr,Horana,1/17/1983,Male,1,Married,187,1/1/2022,\N,Active,,\N,\N,\N,Staff,Contarct Basis,Buddhist,Material Engineer,,,
2430,5385,Tillman Fadel,Mr,Wellawa,12/10/1996,Male,1,Single,22,1/1/2022,0000-00-00,Active,,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
2431,1935028,Tracy Sporer,Mr,,8/17/1995,Male,1,Single,31,1/6/2022,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2432,202002,Ms Karianne Tromp,Mr,Minneriya,12/21/1970,Male,1,Married,122,1/1/2022,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Security,,,
2433,179046,Kennedi Sipes,Ms,,9/10/1998,Female,1,Single,125,1/6/2022,5/3/2022,Inactive,RESIGN,5/3/2022,\N,\N,Labour,Contarct Basis,Buddhist,Data Colector,,,
2434,203008,Ms Laura Cummings I,Mr,,1/26/1993,Male,1,Married,31,1/4/2022,7/28/2022,Inactive,resign,7/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2435,196162,Mr Rollin Koelpin III,Mr,Hindagala,7/7/1976,Male,1,Married,31,1/6/2022,6/17/2022,Inactive,RESIGN,6/17/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2437,197114,Cydney Larson,Mr,,11/30/1961,Male,1,,55,1/6/2022,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,,,
2441,189072,Ophelia Konopelski III,Mr,,8/30/1991,Male,1,Married,31,1/10/2022,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2445,5386,Mr Savion Fadel,Mr,Pilimathalawa,11/8/1996,Male,1,Single,188,1/1/2022,4/18/2022,Inactive,Resign,4/18/2022,\N,\N,Staff,Contarct Basis,Buddhist,QAQC Assistant cum Safety Officer,,,
2446,51031,Prof Meda Gottlieb Jr,Mr,Kottawa,1/29/1999,Male,1,Single,70,1/11/2022,7/26/2022,Inactive,RESIGN,7/26/2022,\N,\N,Staff,Contarct Basis,Buddhist,Data Entry Operator,,,
2447,1795156,Mr Julio Ledner II,Mr,,9/3/1988,Male,1,Married,31,1/13/2022,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2451,1935030,Dr Ben Skiles,Mr,Dambulla,4/26/2001,Male,1,Single,31,1/11/2022,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2452,189074,Breanne Leuschke,Mr,Mahaoya,9/19/2001,Male,1,Single,31,1/13/2022,2/20/2022,Inactive,RESIGN,2/20/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2453,206002,Cathrine Rogahn,Mr,,11/9/1999,Male,1,Single,139,1/3/2022,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Surveyor Helper,,,
2454,206003,Lisandro Heidenreich IV,Mr,Pelawaththe,1/21/1990,Male,1,Married,189,1/1/2022,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Lab Assistant,,,
2455,206004,Prof Jovan Romaguera,Mr,Neluwa,7/24/1989,Male,1,Single,189,1/1/2022,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Lab Assistant,,,
2457,51032,Florence Reichert,Mr,Badalkubura,1/12/2002,Male,1,Single,56,1/18/2022,2/12/2022,Inactive,Resign,2/12/2022,\N,\N,Labour,Contarct Basis,Buddhist,Helper,,,
2458,5381,Creola Jerde,Mr,Handapathagala,7/25/1995,Male,1,,24,1/1/2022,8/26/2022,Inactive,VOP,8/26/2022,\N,\N,Staff,Contarct Basis,Buddhist,Driver,,,
2459,1795157,Tara Blick V,Mr,Muruthalawa,7/29/1971,Male,1,,31,1/21/2022,4/10/2022,Inactive,RESIGN,4/10/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2460,193200,Maeve Mertz,Mr,Gokaralla,3/1/1963,Male,1,Married,31,1/5/2022,2/9/2022,Inactive,RESIGN,2/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2461,5387,Prof Shane Heller Jr,Mr,Peradeniya,9/21/1986,Male,1,,22,1/1/2022,\N,Active,,\N,1964,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
2462,1795158,Mrs Meggie Ankunding,Mr,Gampola,2/19/1996,Male,1,Single,80,1/24/2022,3/30/2022,Inactive,RESIGN,3/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Driver - cab,,,
2463,193202,Dr Glen Hand Sr,Mr,Dewahuwa,11/4/1971,Male,1,Married,31,1/21/2022,6/9/2022,Inactive,RESIGN,6/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2464,196163,Marion Little,Mr,Dewahuwa,11/14/1981,Male,1,Married,55,1/19/2022,4/9/2022,Inactive,RESIGN,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,,,
2465,196164,Madaline Lebsack,Mr,Dewahuwa,3/14/1962,Male,1,Married,31,1/19/2022,4/9/2022,Inactive,RESIGN,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2466,196165,Prof Kurtis Larkin MD,Mr,,6/26/1962,Male,1,Married,31,1/21/2022,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2467,1935032,Graciela Miller III,Mr,Waasala Kotte,5/20/2001,Male,1,Single,31,1/11/2022,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2468,199088,Charity Feil,Mr,Jaffna,9/27/1994,Male,1,Single,31,1/25/2022,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2469,1795159,Miss Ernestine Olson III,Mr,Erambada,1/3/1973,Male,1,Married,31,1/25/2022,4/9/2022,Inactive,RESIGN,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2470,193203,Osborne Emmerich,Mr,,10/31/1981,Male,1,Married,31,1/25/2022,2/26/2022,Inactive,RESIGN,2/26/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2473,196166,Howard Kihn,Mr,Dambulla,12/12/1958,Male,1,Married,31,1/24/2022,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2474,196167,Destinee Kirlin,Mr,Dewahuwa,4/3/1975,Male,1,Married,31,1/25/2022,4/8/2022,Inactive,RESIGN,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2476,203009,Maci Casper,Mr,Anuradhapura,5/19/1990,Male,1,Married,31,1/10/2022,3/2/2022,Inactive,RESIGN,3/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2477,195039,Francis Weimann,Mr,,9/23/1985,Male,1,Married,31,1/27/2022,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2478,205004,Lilly Prohaska PhD,Mr,Gampaha,7/7/1955,Male,1,,122,1/14/2022,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Security,,,
2479,193204,Oswald Harris Jr,Mr,Makulpotha,5/31/2000,Male,1,Married,31,1/28/2022,2/12/2022,Inactive,RESIGN,2/12/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2480,198149,Amalia Morissette,Mr,Girandurukotte,7/1/1994,Male,1,Married,31,1/31/2022,4/17/2022,Inactive,RESIGN,4/17/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2481,198148,Rubye Olson,Mr,Girandurukotte,7/28/1990,Male,1,Married,26,1/29/2022,4/8/2022,Inactive,RESIGN,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mechanic,,,
2482,196168,Verdie McKenzie,Mr,Dewahuwa,3/21/1999,Male,1,Single,55,1/25/2022,4/9/2022,Inactive,RESIGN,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,,,
2483,196169,Dr Dean Runolfsson,Mr,Dewahuwa,2/8/1970,Male,1,Married,31,1/29/2022,4/2/2022,Inactive,RESIGN,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2484,196170,Abagail Trantow,Ms,Dambulla,12/16/1998,Female,1,Married,195,1/1/2022,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Data Coordinator,,,
2485,196171,Prince Goodwin,Ms,,11/12/1996,Female,1,,195,1/4/2022,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Data Coordinator,,,
2486,203010,Miss Clementina Kilback,Ms,Anuradhapura,7/25/2001,Male,1,Single,31,1/19/2022,4/28/2022,Inactive,RESIGN,4/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2487,1795160,Junior Stamm,Mr,Katugasthota,7/27/1964,Male,1,Married,31,2/1/2022,4/2/2022,Inactive,RESIGN,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2488,193205,Eldridge Conroy,Mr,Makulpotha,0000-00-00,Male,1,Single,31,2/1/2022,2/3/2022,Inactive,RESIGN,2/3/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2489,197117,Prof Sarai Rodriguez,Mr,Mahiyanganaya,5/21/1991,Male,1,Married,31,1/3/2022,5/11/2022,Inactive,RESIGN,5/11/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2490,199089,Dixie Bechtelar,Mr,,5/4/2001,Male,3,Single,124,2/1/2022,2/10/2022,Inactive,RESIGN,2/10/2022,\N,\N,Labour,Contarct Basis,Hindu,Mason,,,
2491,195040,Herbert Legros,Mr,Karaitivu - 12,7/29/1994,Male,3,Single,31,2/2/2022,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,,,
2492,1795161,Aaliyah Lowe,Mr,Menikhinna,4/18/1962,Male,1,Married,31,2/3/2022,2/3/2022,Inactive,RESIGN,2/3/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2493,1795162,Zula Price IV,Mr,Pilimathalawa,5/27/1997,Male,1,Single,124,2/3/2022,2/3/2022,Inactive,RESIGN,2/3/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
2494,1795163,Prof Jena Bauch,Mr,Galaha,12/28/1983,Male,1,Married,31,2/5/2022,2/19/2022,Inactive,RESIGN,2/19/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2495,188015,Oda Flatley Jr,Mr,Medirigiriya,7/18/1973,Male,1,Married,31,2/8/2022,4/1/2022,Inactive,RESIGN,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2496,196172,Carley Kunze,Mr,Dewahuwa,1/18/1973,Male,1,Married,123,2/1/2022,4/9/2022,Inactive,RESIGN,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Carpenter,,,
2497,196173,Katherine Kirlin,Mr,Dewahuwa,2/12/1976,Male,1,Married,31,2/5/2022,4/8/2022,Inactive,RESIGN,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2498,196174,Norberto Dach,Mr,Dewahuwa,12/29/1981,Male,1,Married,31,2/7/2022,2/24/2022,Inactive,RESIGN,2/24/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2499,196175,Mrs Kayla Steuber DDS,Mr,Dewahuwa,5/21/1977,Male,1,Married,31,2/8/2022,4/8/2022,Inactive,RESIGN,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2500,193206,Nellie Runolfsdottir,Mr,Dambulla,8/12/2002,Male,1,Married,31,2/9/2022,4/30/2022,Inactive,RESIGN,4/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2501,188016,Audreanne Bogan II,Mr,Ambagaswewa,10/6/1967,Male,1,Married,31,2/9/2022,4/2/2022,Inactive,RESIGN,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2502,198150,Jamison Torp II,Mr,Girandurukootte,6/3/1979,Male,1,Married,31,2/9/2022,2/28/2022,Inactive,RESIGN,2/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2503,1985017,Emmalee Hoeger,Mr,Girandurukotte,8/19/1973,Male,1,Married,4,2/9/2022,4/2/2022,Inactive,Resign,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,,,
2504,5388,Agnes Leuschke,Mr,Panadura,3/24/1980,Male,1,Married,190,2/7/2022,0000-00-00,Active,,0000-00-00,\N,\N,Management,Contarct Basis,Buddhist,Head of QS - Post Contract,,,
2505,5389,Ms Lysanne Welch II,Mr,Kandy,10/18/1996,Male,1,,158,2/8/2022,0000-00-00,Active,,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Assistant QS,,,
2506,5390,Gerson Ferry,Mr,Battaramulla,8/15/1968,Male,1,Married,33,2/8/2022,\N,Active,,\N,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,,,
2507,1795164,Hayden Considine V,Mr,Kandy,5/29/2000,Male,1,Single,31,2/11/2022,4/1/2022,Inactive,RESIGN,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2508,193207,Gracie Roob,Mr,Galagedara,10/30/1995,Male,1,Single,55,2/11/2022,2/18/2022,Inactive,RESIGN,2/18/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,,,
2509,193208,Clovis Lakin,Ms,Minneriya,2/6/1995,Male,1,Single,43,2/4/2022,4/29/2022,Inactive,RESIGN,4/29/2022,\N,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,,,
2511,188017,Wilfrid Eichmann IV,Mr,Mahaabagaswewa,6/11/1986,Male,1,Married,31,2/8/2022,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2512,188018,Mr Stanton Towne DDS,Mr,Maha Ambagaswewa,7/26/2001,Male,1,Single,31,2/8/2022,4/2/2022,Inactive,RESIGN,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2513,188019,Carleton Nitzsche MD,Mr,Maha Ambagaswewa,10/2/1960,Male,1,Married,31,2/8/2022,4/1/2022,Inactive,RESIGN,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2514,188020,Mrs Megane Sanford,Mr,Medirigiriya,0000-00-00,Male,1,Married,31,2/14/2022,3/31/2022,Inactive,RESIGN,3/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2515,188021,Mozelle Upton,Mr,Maha Ambagaswewa,1/3/1980,Male,1,,31,2/11/2022,4/6/2022,Inactive,RESIGN,4/6/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2516,197118,Anastacio Mosciski,Mr,Giradurukotte,11/16/1972,Male,1,,31,2/1/2022,3/2/2022,Inactive,RESIGN,3/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2517,197119,Kitty Corwin,Mr,Giradurukotte,7/5/1997,Male,1,,31,2/1/2022,3/23/2022,Inactive,RESIGN,3/23/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2518,197120,Godfrey Haley IV,Mr,Giradurukotte,8/15/1976,Male,1,,31,2/1/2022,3/23/2022,Inactive,RESIGN,3/23/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2520,1975011,Reanna Brekke PhD,Mr,Ampara,7/2/1970,Male,1,,31,2/14/2022,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2522,196176,Orland Stiedemann Sr,Mr,Dewahuwa,0000-00-00,Male,1,Married,31,2/5/2022,4/9/2022,Inactive,RESIGN,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2523,196177,Ottilie Purdy,Mr,,10/11/1993,Male,1,Married,31,2/15/2022,6/17/2022,Inactive,RESIGN,6/17/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2524,196178,Dale Glover,Mr,Kuruwita,2/28/1951,Male,1,Married,31,2/15/2022,3/6/2022,Inactive,Resign,3/6/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2525,1795165,Blaise Crona,Mr,Pilimatalawa,3/4/1991,Male,1,Married,31,2/22/2022,3/28/2022,Inactive,RESIGN,3/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2526,5391,Miss Alexanne Mante II,Mr,Nugegoda,6/23/1972,Male,1,Married,120,2/11/2022,4/5/2022,Inactive,Left,4/5/2022,\N,\N,Management,Contarct Basis,Buddhist,HR Manager,,,
2527,5392,Jodie Howell,Ms,Trincomalee,8/13/1989,Female,3,Married,84,2/14/2022,4/27/2022,Inactive,VOP,4/27/2022,\N,\N,Staff,Contarct Basis,Hindu,HR Executive,,,
2528,193209,April Lakin,Mr,Bogahakumbura,4/22/1996,Male,1,Married,55,2/22/2022,5/14/2022,Inactive,RESIGN,5/14/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,,,
2529,196179,Colton Emmerich,Mr,,10/1/1979,Male,1,Married,31,2/22/2022,3/26/2022,Inactive,RESIGN,3/26/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2530,201012,Jimmy Gutmann Sr,Mr,,5/23/1963,Male,1,Married,29,2/12/2022,6/28/2022,Inactive,RESIGN,6/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Cook,,,
2531,5393,Marc Spencer,Mr,Angoda,1/27/1970,Male,1,Married,163,2/15/2022,\N,Active,,\N,\N,\N,Management,Contarct Basis,Buddhist,Manager Transport and Logistic,,,
2533,5395,Samantha Kuvalis,Mr,Horana,10/12/1994,Male,1,Single,33,2/23/2022,5/28/2022,Inactive,RESIGN,5/28/2022,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,,,
2534,203011,Dr Coleman Frami,Mr,Warawewa,6/12/1996,Male,1,Single,31,2/16/2022,2/27/2022,Inactive,RESIGN,2/27/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2535,1795166,Yasmin Mertz,Mr,,12/4/1980,Male,1,Married,31,2/26/2022,3/31/2022,Inactive,RESIGN,3/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2537,1795167,Ms Myah Metz,Mr,Peradeniya,7/28/2003,Male,1,Single,31,3/3/2022,3/10/2022,Inactive,RESIGN,3/10/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2538,193210,Dexter Nader,Mr,Thalathuoya,3/27/1989,Male,1,Married,31,3/1/2022,3/3/2022,Inactive,RESIGN,3/3/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2539,193211,Ms Briana Kuhic,Mr,Dambulla,5/20/1969,Male,1,Married,31,3/1/2022,3/12/2022,Inactive,RESIGN,3/12/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2540,1945037,Tristin Schmitt DVM,Mr,Vijithapura,12/10/1999,Male,1,Single,31,3/1/2022,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2541,188022,Korey Buckridge I,Mr,,9/1/1968,Male,1,Married,31,3/1/2022,4/7/2022,Inactive,RESIGN,4/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2542,188023,Dr Zoey Mitchell,Mr,Medirigiriya,5/12/1956,Male,1,Married,31,3/3/2022,4/25/2022,Inactive,RESIGN,4/25/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2543,188024,Aaliyah Torp,Mr,Medirigiriya,2/28/1966,Male,1,Married,31,3/3/2022,4/25/2022,Inactive,RESIGN,4/25/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2544,182011,Shea Grimes,Mr,Medirigiriya,5/26/1995,Male,1,Single,31,3/4/2022,5/19/2022,Inactive,RESIGN,5/19/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2545,182012,Randi Beahan IV,Mr,Medirigiriya,4/4/2002,Male,1,Single,31,3/4/2022,4/29/2022,Inactive,RESIGN,4/29/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2546,182013,Ebba Quigley,Mr,Medirigiriya,9/19/2002,Male,1,Single,31,3/4/2022,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2547,196180,Ms Angela Kshlerin,Mr,Dambulla,2/27/1979,Male,1,Married,31,3/4/2022,6/11/2022,Inactive,RESIGN,6/11/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2548,1795168,Sharon Bednar,Mr,,5/6/2003,Male,1,Single,31,3/8/2022,3/10/2022,Inactive,RESIGN,3/10/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2549,1795170,Dr Lucinda Mann,Mr,Deltota,9/22/1994,Male,1,Single,31,3/8/2022,3/8/2022,Inactive,RESIGN,3/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2550,1795169,Ms Roxane Adams Jr,Mr,Deltota,2/6/1994,Male,1,Married,31,3/8/2022,3/8/2022,Inactive,RESIGN,3/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2551,198151,Prof Lucio Effertz Jr,Mr,Girandurukotte,1/28/1994,Male,1,Single,31,3/8/2022,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2552,51033,Maurine Schneider,Mr,Uva pelavaththa,12/25/1996,Male,1,Single,56,3/3/2022,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Helper,,,
2553,1795171,Prof Nathanial Gerhold,Mr,Handessa,12/11/1988,Male,1,Single,31,3/9/2022,3/26/2022,Inactive,RESIGN,3/26/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2554,188025,Zelda Kohler,Mr,Dehiattakandiya,10/13/1999,Male,1,Single,53,3/8/2022,4/7/2022,Inactive,RESIGN,4/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Pipe Fitter,,,
2555,5397,Mr Noel Buckridge PhD,Mr,Nikadalupotha,10/29/2001,Male,1,Single,69,3/1/2022,\N,Active,,\N,1964,\N,Staff,Contarct Basis,Buddhist,Site Supervisor,,,
2557,193212,Dr Alexandro Davis,Mr,Mihinthale,7/5/1980,Male,1,Married,31,3/10/2022,3/23/2022,Inactive,RESIGN,3/23/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
