Employee_No,Employee_Code,Name,Title,Address_Line_3,Date_of_Birth,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Status_Reason,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,,,
1288,5019,Iliana Parisian,Mr,Batticaloa,7/3/1979,Male,3,Married,36,8/27/2020,10/31/2020,Inactive,Resign,10/31/2020,\N,\N,Staff,Contarct Basis,Hindu,Engineer Assistant,,,
1297,187009,Jarrod Keebler,Mr,,5/21/1993,Male,4,Married,31,8/19/2020,\N,Inactive,Resign,9/22/2020,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,,,
1298,187010,Althea O'Kon,Mr,,2/6/1977,Male,4,Married,1,8/11/2020,\N,Inactive,Resign,9/26/2020,\N,\N,Labour,Contarct Basis,Catholic,Skilled Labor,,,
1299,187011,Samantha Franecki,Mr,,6/17/1992,Male,3,Married,31,8/20/2020,\N,Inactive,Resign,9/21/2020,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,,,
1300,5041,Arely Lang,Mr,piliyandala,10/15/1991,Male,4,Single,84,9/9/2020,0000-00-00,Inactive,Resign,12/16/2020,\N,\N,Staff,Contarct Basis,Catholic,HR Executive,,,
1301,5042,Rita Moen,Ms,Embilipitiya,7/16/1983,Female,1,Single,8,9/10/2020,1/8/2022,Inactive,Resign,1/8/2022,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,,,
1302,5044,Carley Ferry,Mr,Medamulana,6/30/1992,Male,1,Single,22,9/11/2020,2/21/2021,Inactive,RESIGN,2/21/2021,2709,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
1304,5046,Queenie Wolf,Mr,Wadduwa,6/19/1980,Male,1,Married,7,9/15/2020,9/30/2021,Inactive,RESIGN,9/30/2021,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,,,
1306,5108,Myles Kris,Ms,pannipitiya,10/24/1999,Female,1,Single,177,12/1/2020,\N,Active,,\N,\N,\N,Staff,Contarct Basis,Buddhist,Junior HR Executive,,,
1310,5048,Wilhelm Hill DDS,Mr,Rambukkana,6/6/1993,Male,1,Single,33,9/21/2020,2/12/2021,Inactive,RESIGN,2/12/2021,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,,,
1323,5049,Prof Merritt Zieme,Mr,Kandy,4/3/1975,Male,1,Married,24,9/8/2020,11/30/2020,Inactive,Resign,11/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver,,,
1324,5050,Prof Rachael Kuhlman MD,Mr,Waskaduwa,1/23/1998,Male,1,Single,70,10/2/2020,\N,Inactive,Resigned,10/3/2020,\N,\N,Staff,Contarct Basis,Buddhist,Data Entry Operator,,,
1325,5051,Nathanial Terry,Mr,",Hegalla",Piyagama,",Kosgoda""",9/23/1982,Male,1,Married,8,10/5/2020,8/7/2021,Inactive,RESIGN,8/7/2021,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,
1326,5052,Prof Arden Franecki V,Mr,Anuradhapura,6/29/1967,Male,1,Married,144,10/6/2020,\N,Inactive,Resign,12/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Tractor Driver cum Mechanic,,,
1327,5053,Miss Marlee Rath,Mr,Addalaichenai - 04,5/25/1996,Male,5,Single,22,10/6/2020,10/24/2022,Inactive,resign,10/24/2022,2064,\N,Staff,Contarct Basis,Muslim,Technical Officer,,,
1328,5054,Presley Ullrich,Mr,Siyambalanduwa,12/21/1997,Male,1,Single,158,10/7/2020,12/12/2022,Inactive,Resign,12/12/2022,\N,\N,Staff,Contarct Basis,Buddhist,Assistant QS,,,
1329,5012,Verlie Hodkiewicz,Mr,Kanaththewewa,0000-00-00,Male,1,Married,24,7/14/2020,\N,Inactive,Resigned,9/26/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver,,,
1330,5055,Carissa Gerlach,Mr,Jaffna,10/19/2005,Male,3,Single,146,10/9/2020,8/31/2021,Inactive,RESIGN,8/31/2021,\N,\N,Staff,Contarct Basis,Hindu,Assistant Site Engineer,,,
1331,5081,Allison Lesch IV,Mr,Anuradhapura,11/4/1971,Male,1,Married,64,10/13/2020,10/12/2022,Inactive,Discontinuation of Service on Fixed Term Employment Contract,10/12/2022,624,\N,Staff,Contarct Basis,Buddhist,Safety Officer,,,
1332,5082,Dr Elmore Huels MD,Mr,Nugegoda,3/23/1988,Male,1,Married,7,10/19/2020,\N,Inactive,RESIGN,10/24/2020,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,,,
1333,5083,Athena Hane II,Mr,Matale,2/3/1987,Male,1,Married,6,10/19/2020,4/16/2022,Inactive,Resign,4/16/2022,\N,\N,Staff,Contarct Basis,Buddhist,Project Manager,,,
1334,5084,Yazmin Gleason,Mr,Pelmadulla,10/25/1994,Male,1,Single,33,10/19/2020,7/21/2021,Inactive,RESIGN,7/21/2021,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,,,
1335,5085,Mrs Lelah Lesch,Mr,Udapussellawa,12/19/1984,Male,1,,48,10/19/2020,11/23/2020,Inactive,Resign,11/23/2020,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,,,
1336,5086,Avis D'Amore,Mr,",Thalkiriyagama",",Dambulla""",7/9/1997,Male,1,Single,27,10/17/2020,0000-00-00,Inactive,Resign,10/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,,
1338,5088,Rylan Sawayn,Mr,Kandy,5/11/1994,Male,1,Single,33,10/21/2020,5/9/2022,Inactive,Resign,5/9/2022,1964,\N,Staff,Contarct Basis,Buddhist,Site Engineer,,,
1380,5089,Carli Crist,Ms,Sigiriya,12/30/1993,Female,1,Single,147,10/28/2020,1/29/2021,Inactive,RESIGN,1/29/2021,1538,\N,Staff,Contarct Basis,Buddhist,Trainee Technical Officer,,,
1381,5090,Lester Mann IV,Mr,Maha Waskaduwa,11/17/1983,Male,1,Married,176,11/9/2020,5/31/2022,Inactive,RESIGN,5/31/2022,\N,\N,Staff,Contarct Basis,Buddhist,Logistic & Operations Supervisor,,,
1382,5091,Rhea Walker,Mr,Polgolla,2/28/1990,Male,1,Single,8,11/9/2020,\N,Inactive,Resigned,12/10/2020,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,,,
1383,5092,Mortimer Towne,Mr,Menikdiwela,7/3/1998,Male,1,Single,27,11/9/2020,9/22/2021,Inactive,Resign,9/22/2021,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,,,
1384,5093,Vern Shanahan,Mr,Rambukkana,7/5/1997,Male,1,Single,27,11/9/2020,\N,Inactive,Resigned,12/1/2020,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,,,
1385,5094,Luciano Barrows,Mr,Piliyandala,9/11/1996,Male,1,Single,40,11/11/2020,9/27/2021,Inactive,RESIGN,9/27/2021,\N,\N,Staff,Contarct Basis,Buddhist,Purchasing Officer,,,
1386,5103,Mr Lucio Sauer MD,Mr,Sainthamaruthu - 09,8/30/1985,Male,5,Married,22,11/18/2020,1/26/2022,Inactive,RESIGN,1/26/2022,\N,\N,Staff,Contarct Basis,Muslim,Technical Officer,,,
1387,5101,Mrs Alessandra Glover DVM,Ms,Pokunuvita,9/27/1995,Female,1,Single,89,11/23/2020,12/30/2021,Inactive,RESIGN,12/30/2021,\N,\N,Staff,Contarct Basis,Buddhist,Planning Engineer,,,
1388,5102,Aletha Schaefer I,Mr,Handapangoda,12/15/1968,Male,1,Married,80,11/18/2020,0000-00-00,Active,,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Driver - cab,,,
1389,5104,Roberta Baumbach,Mr,,2/26/1991,Male,1,Married,43,11/18/2020,\N,Inactive,Resigned,11/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Operator - JCB,,,
1390,198071,Tom Gutkowski,Mr,,5/31/1971,Male,1,,1,11/17/2020,9/5/2021,Inactive,RESIGN,9/5/2021,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,,,
1397,5107,Mateo Braun Sr,Mr,Galewela,1/25/2000,Male,1,Single,22,11/25/2020,1/22/2021,Inactive,RESIGN,1/22/2021,1333,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
1398,5110,Kelsi Koss III,Mr,Gunnepana,2/12/1995,Male,1,Single,48,12/1/2020,\N,Active,,\N,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,,,
1399,5111,Lyda Bauch,Mr,Uva Pelawaththa,3/23/1998,Male,1,Single,95,12/3/2020,\N,Active,,\N,\N,\N,Staff,Contarct Basis,Buddhist,Welder,,,
1430,5109,Dr Dylan Powlowski,Mr,",Paththampitiya",",Rambukkana""",7/17/1999,Male,1,Single,24,12/9/2020,0000-00-00,Inactive,RESIGN,8/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Driver,,
1431,5112,Mrs Chyna Ernser IV,Mr,Matale,9/9/1975,Male,1,Married,64,12/12/2020,9/14/2022,Inactive,VOP,9/14/2022,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,,,
1432,5116,Trudie Davis PhD,Ms,Piliyandala,9/17/1993,Female,1,Single,17,12/14/2020,8/13/2021,Inactive,RESIGN,8/13/2021,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,,,
1433,50031,Alessia Effertz,Ms,Bandaragama,1/13/1970,Female,1,Married,149,11/23/2020,6/30/2021,Inactive,RESIGN,6/30/2021,\N,\N,Staff,Contarct Basis,Buddhist,HR Consultant-Payroll,,,
1434,5117,Itzel Langosh,Mr,,9/17/1995,Male,1,Single,27,12/16/2020,12/24/2021,Inactive,RESIGN,12/24/2021,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,,,
1435,50032,Donny Hauck,Mr,,9/8/1987,Male,1,Married,8,12/11/2020,3/11/2021,Inactive,RESIGN,3/11/2021,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,,,
1436,5119,Ignacio Mohr,Mr,Kinniya - 02,5/27/1983,Male,5,Married,36,12/19/2020,\N,Active,,\N,945,\N,Staff,Contarct Basis,Muslim,Engineer Assistant,,,
1437,50029,Elvie Reynolds,Ms,Borelasgamuwa,5/21/1976,Female,1,Married,120,10/2/2020,3/31/2021,Inactive,RESIGN,3/31/2021,\N,\N,Management,Contarct Basis,Buddhist,HR Manager,,,
1439,5120,Houston Pagac,Mr,Jaffna,10/18/1995,Male,3,Single,33,12/28/2020,7/31/2021,Inactive,RESIGN,7/31/2021,\N,\N,Staff,Contarct Basis,Hindu,Site Engineer,,,
1440,5121,Ariel Wolff,Mr,,11/25/1993,Male,1,Single,89,1/6/2021,8/16/2021,Inactive,RESIGN,8/16/2021,\N,\N,Staff,Contarct Basis,Buddhist,Planning Engineer,,,
1441,5123,Miss Fleta Rowe I,Mr,Deniattakandiya,6/27/1991,Male,1,Single,22,1/7/2021,5/31/2021,Inactive,RESIGN,5/31/2021,1538,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
1443,5124,Dane Jones,Mr,Jaela,11/11/1985,Male,1,,8,1/11/2021,4/24/2021,Inactive,Resign,4/24/2021,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,,,
1445,5125,Clarabelle Lemke II,Mr,Piliyandala,9/19/1986,Male,1,Married,17,1/15/2021,1/19/2021,Inactive,RESIGN,1/19/2021,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,,,
1446,5126,Mrs Celestine Cartwright IV,Mr,Akkaraipattu,9/22/1989,Male,3,,22,1/15/2021,12/31/2021,Inactive,RESIGN,12/31/2021,\N,\N,Staff,Contarct Basis,Hindu,Technical Officer,,,
1537,5133,Karson Reichert,Ms,Kandy,6/26/1994,Female,1,Single,61,1/19/2021,8/31/2022,Inactive,Resign,8/31/2022,\N,\N,Staff,Contarct Basis,Buddhist,Junior design Engineer,,,
1538,5135,Estel Hahn,Mr,",Kurunegala""",6/14/1964,Male,1,Married,6,1/25/2021,2/28/2022,Inactive,RESIGN,2/28/2022,\N,\N,Staff,Contarct Basis,Buddhist,Project Manager,,,
1539,51008,Reagan Marquardt,Mr,Alubomulla,3/18/1994,Male,1,,153,2/1/2021,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Store Labour,,,
1542,5136,Dr Carmel Davis MD,Mr,Hokandara,7/14/1973,Male,1,Married,154,2/1/2021,8/31/2022,Inactive,RESIGN,8/31/2022,1542,\N,Management,Contarct Basis,Buddhist,Planing Manager,,,
1543,5137,Dr Alexie Simonis,Mr,Pannipitiya,10/24/1994,Male,1,Single,17,2/5/2021,7/31/2021,Inactive,RESIGN,7/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,,,
1544,5138,Mr Jarrett Hamill Jr,Ms,MAHARAGAMA,3/25/1991,Female,1,,84,2/8/2021,3/8/2021,Inactive,RESIGN,3/8/2021,\N,\N,Staff,Contarct Basis,Buddhist,HR Executive,,,
1618,5139,Mr Jackson West III,Mr,Mahiyanganaya,8/3/1991,Male,1,,36,2/8/2021,7/31/2021,Inactive,RESIGN,7/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,,,
1619,5154,Erin Grimes,Mr,"Thirunelvely,Jaffna",10/19/1994,Male,3,,36,2/20/2021,6/22/2021,Inactive,RESIGN,6/22/2021,\N,\N,Staff,Contarct Basis,Hindu,Engineer Assistant,,,
1624,50036,Desmond Daugherty,Mr,Peradeniya,4/20/1955,Male,1,Married,6,2/2/2021,11/20/2021,Inactive,RESIGN,11/20/2021,\N,\N,Staff,Contarct Basis,Buddhist,Project Manager,,,
1625,5153,Ava Okuneva,Mr,Piliyandala,10/17/1975,Male,1,Married,66,2/16/2021,8/15/2021,Inactive,RESIGN,8/15/2021,\N,\N,Management,Contarct Basis,Buddhist,HR & Admin Officer,,,
1628,5152,Miss Theresa Schuppe MD,Mr,Kadugannawa,9/18/1964,Male,1,,99,2/5/2021,1/24/2022,Inactive,VOP,1/24/2022,\N,\N,Staff,Contarct Basis,Buddhist,Resident Site Engineer,,,
1629,5155,Zola Lind Jr,Mr,"Borella,Colombo-08",5/19/1990,Male,1,Married,78,3/11/2021,7/21/2021,Inactive,RESIGN,7/21/2021,\N,\N,Management,Contarct Basis,Buddhist,Assistant Accountant,,,
1630,5207,Dr Sid Rutherford,Mr,Dickoya,10/16/1996,Male,3,,7,3/12/2021,4/1/2022,Inactive,Resign,4/1/2022,\N,\N,Staff,Contarct Basis,Hindu,Store Keeper,,,
1636,179028,Christy Gleichner,Mr,Kandy,10/15/1980,Male,1,,122,2/4/2021,6/30/2022,Inactive,RESIGN,6/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Security,,,
1637,189051,Devin Osinski,Mr,Nochchiyagama,4/13/1997,Male,1,,55,2/1/2021,10/31/2021,Inactive,RESIGN,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,,,
1644,179030,Wyman Bashirian,Mr,Panvila,6/27/1952,Male,1,Married,134,3/12/2021,4/19/2022,Inactive,RESIGN,4/19/2022,\N,\N,Labour,Contarct Basis,Buddhist,Caretaker,,,
1645,179031,Sonya Boehm,Ms,Muruthalawa,11/23/1998,Female,1,Single,38,3/17/2021,7/27/2022,Inactive,RESIGN,7/27/2022,\N,\N,Labour,Contarct Basis,Buddhist,Office Assistant,,,
1653,189054,Cyrus Kris,Mr,"Kethgalla,Digana",9/6/1973,Male,1,Married,31,3/15/2021,12/31/2021,Inactive,RESIGN,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1657,5208,Marques Prohaska,Mr,Dehiwala,11/27/1978,Male,1,Married,48,3/22/2021,\N,Active,,\N,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,,,
1658,5209,Amira Hills,Mr,Galle,1/25/1996,Male,1,Single,89,3/24/2021,7/30/2021,Inactive,RESIGN,7/30/2021,\N,\N,Staff,Contarct Basis,Buddhist,Planning Engineer,,,
1683,5211,Prof Nona Mante,Mr,Via-Gampola,0000-00-00,Male,1,,108,4/2/2021,6/25/2022,Inactive,Resign,6/25/2022,\N,\N,Staff,Contarct Basis,Buddhist,QAQC Engineer,,,
1684,5213,Rhianna Schmitt,Mr,Ittapana,8/27/1994,Male,1,Single,68,4/5/2021,4/30/2021,Inactive,Resign,4/30/2021,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Store Keeper,,,
1685,5212,Vita Lind MD,Mr,Thudella,8/10/1987,Male,1,Married,22,4/5/2021,0000-00-00,Active,,0000-00-00,2631,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
1715,5253,Lamont Leffler,Mr,Nugegoda,11/29/1989,Male,1,,104,4/19/2021,8/25/2021,Inactive,RESIGN,8/25/2021,\N,\N,Management,Contarct Basis,Buddhist,Accountant,,,
1716,5254,Angeline Turcotte,Mr,Yakgahapitiya,10/27/1995,Male,1,Single,9,4/19/2021,8/12/2021,Inactive,RESIGN,8/12/2021,\N,\N,Staff,Contarct Basis,Buddhist,Assistance QS,,,
1738,198100,Ms Eugenia Yost V,Mr,Navamedagama,3/12/1964,Male,1,Married,1,4/24/2021,10/31/2021,Inactive,RESIGN,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,,,
1739,5256,Lukas Walter,Mr,Mawanella,4/13/1970,Male,1,Married,162,4/20/2021,12/10/2021,Inactive,RESIGN,12/10/2021,1739,\N,Management,Contarct Basis,Buddhist,Chief Project Officer,,,
1740,5258,Treva Hoppe,Mr,Manikhinna,9/11/1975,Male,1,Married,163,4/27/2021,8/19/2021,Inactive,RESIGN,8/19/2021,\N,\N,Management,Contarct Basis,Buddhist,Manager Transport and Logistic,,,
1741,5259,Mrs Mallie Torp IV,Mr,Baththaramulla,5/15/1992,Female,1,Single,161,4/27/2021,8/31/2021,Inactive,RESIGN,8/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,QS Contract,,,
1760,5275,Prof Maxine Becker II,Mr,Polgahawela,8/23/1969,Male,1,Married,27,5/11/2021,1/31/2022,Inactive,RESIGN,1/31/2022,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,,,
1761,5276,Murphy O'Hara,Mr,Doragamuwa,10/9/1963,Male,1,Married,27,5/11/2021,0000-00-00,Inactive,RESIGN,8/14/2021,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,,,
1771,198110,Mr Cesar Powlowski II,Mr,Girandurukotte,7/3/1981,Male,1,Married,31,5/14/2021,11/21/2022,Inactive,Resign,11/21/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1772,200033,Nels Schulist,Mr,Vavuniya,4/2/1954,Male,3,Married,30,5/3/2021,10/31/2021,Inactive,RESIGN,10/31/2021,\N,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,,,
1773,200034,Fidel Muller,Mr,Vavuniya,12/16/1992,Male,3,Married,30,5/5/2021,10/31/2021,Inactive,RESIGN,10/31/2021,\N,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,,,
1777,197087,Presley Mills,Mr,Bandarawela,6/30/1965,Male,3,,31,5/4/2021,2/1/2022,Inactive,RESIGN,2/1/2022,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,,,
1784,196113,Carol Mertz MD,Mr,Wahacotte,4/24/1980,Male,1,Married,43,5/18/2021,3/12/2022,Inactive,Resign,3/12/2022,\N,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,,,
1799,5277,Mrs Johanna Dare II,Mr,Dehiwala,5/26/1987,Male,1,Married,164,5/17/2021,8/3/2021,Inactive,RESIGN,8/3/2021,\N,\N,Staff,Contarct Basis,Buddhist,Payroll Executive,,,
1800,5278,Prof Bethel Lemke,Mr,Galewela,11/9/1993,Male,5,Married,8,5/17/2021,12/17/2022,Inactive,Resign,12/17/2022,\N,\N,Staff,Contarct Basis,Muslim,Quantity Surveyor,,,
1803,200021,Duncan Waters,Mr,,0000-00-00,Male,3,Married,122,2/6/2021,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Hindu,Security,,,
1804,200022,Miss Jeanne Schoen,Mr,,0000-00-00,Male,3,Married,122,2/6/2021,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Hindu,Security,,,
1805,199070,Taryn Hartmann III,Mr,,12/11/1998,Male,3,Single,122,4/26/2021,8/31/2022,Inactive,resign,8/31/2022,\N,\N,Labour,Contarct Basis,Hindu,Security,,,
1814,1795001,Dr Ryann Feest PhD,Mr,Menikhinna,7/8/1978,Male,1,Married,122,5/21/2021,7/26/2022,Inactive,RESIGN,7/26/2022,\N,\N,Labour,Contarct Basis,Buddhist,Security,,,
1815,1795002,Myriam Buckridge,Mr,Menikhinna,3/13/1979,Male,1,Married,122,5/21/2021,11/28/2022,Inactive,Resign,11/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Security,,,
1816,1795003,Emelie Langworth,Mr,Gelioya,12/28/1968,Male,1,Married,24,5/13/2021,4/8/2022,Inactive,RESIGN,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Driver,,,
1819,198111,Brittany Kuvalis,Mr,Girandurukotte,9/20/1986,Male,1,Married,124,5/24/2021,5/28/2022,Inactive,RESIGN,5/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
1820,198112,Miss Libbie Reinger,Mr,Girandurukotte,4/1/1992,Male,1,Married,122,5/24/2021,5/6/2022,Inactive,RESIGN,5/6/2022,\N,\N,Labour,Contarct Basis,Buddhist,Security,,,
1822,193141,Jodie Satterfield,Mr,,10/11/1975,Male,1,Married,55,6/2/2021,3/26/2022,Inactive,RESIGN,3/26/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,,,
1825,193144,Antonetta Wyman,Mr,Makulpotha,1/14/1959,Male,1,Married,31,6/2/2021,10/31/2021,Inactive,RESIGN,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1827,1795005,Dr Serena Trantow,Mr,Kandy,11/14/1976,Male,1,Married,31,6/1/2021,12/31/2021,Inactive,RESIGN,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1830,1795008,Dianna Reynolds,Mr,Kandy,4/12/1996,Male,4,Married,124,6/1/2021,4/30/2022,Inactive,RESIGN,4/30/2022,\N,\N,Labour,Contarct Basis,Catholic,Mason,,,
1833,179033,Ms Delores Towne DDS,Mr,Kandy,0000-00-00,Male,1,Married,29,6/1/2021,7/23/2022,Inactive,RESIGN,7/23/2022,\N,\N,Labour,Contarct Basis,Buddhist,Cook,,,
1834,5279,Adonis Trantow MD,Mr,Batticaloa,6/2/1994,Male,3,,33,6/5/2021,1/17/2022,Inactive,RESIGN,1/17/2022,1834,\N,Staff,Contarct Basis,Hindu,Site Engineer,,,
1835,1795011,Madeline Lakin,Mr,Udahigulvala,9/3/1960,Male,1,Married,31,6/10/2021,4/8/2022,Inactive,RESIGN,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1844,1795014,Jefferey Torp,Mr,Bokkawala,3/11/1983,Male,1,Married,31,6/10/2021,4/2/2022,Inactive,RESIGN,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1845,1795015,Carol Kemmer,Mr,,6/12/1968,Male,1,Single,124,6/10/2021,4/1/2022,Inactive,RESIGN,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
1846,1795016,Mr Erik Bruen PhD,Mr,,2/20/1958,Male,1,Married,4,6/10/2021,12/31/2021,Inactive,RESIGN,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,,,
1848,189061,Dorian Greenholt,Mr,"Karamatiya,kirama",5/20/1967,Male,1,Married,37,6/11/2021,3/16/2022,Inactive,RESIGN,3/16/2022,\N,\N,Labour,Contarct Basis,Buddhist,Driver-Tractor,,,
1849,193146,Elissa Krajcik,Mr,,6/5/1987,Male,1,Married,31,6/8/2021,4/11/2022,Inactive,RESIGN,4/11/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1850,1795018,Donnie Bergstrom,Mr,Udahigulvala,2/2/1978,Male,1,Married,31,6/14/2021,4/1/2022,Inactive,RESIGN,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1852,1795020,Marina Reichert III,Mr,Udahigulwala,1/7/1977,Male,1,Married,124,6/14/2021,4/8/2022,Inactive,RESIGN,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
1854,1795022,Chesley Morissette,Mr,Udahigulwala,12/1/1969,Male,1,Married,124,6/14/2021,4/8/2022,Inactive,RESIGN,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
1855,1795023,Mrs Sally Spencer,Mr,Kandy,11/3/1981,Male,1,Married,31,6/15/2021,4/11/2022,Inactive,RESIGN,4/11/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1857,196115,Prof Christop West IV,Mr,Dambulla,3/20/2003,Male,1,Single,31,6/1/2021,2/15/2022,Inactive,Resign,2/15/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1860,196118,Dixie Gleason,Mr,Dambulla,7/11/2002,Male,1,Single,31,6/2/2021,4/9/2022,Inactive,RESIGN,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1861,196119,Mrs Emely Oberbrunner DVM,Mr,Dambulla,12/16/2002,Male,1,Single,31,6/2/2021,1/3/2022,Inactive,Resign,1/3/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1862,196120,Prof Viola Swaniawski,Mr,,4/2/1994,Male,1,Married,31,6/2/2021,6/16/2022,Inactive,RESIGN,6/16/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1863,196121,Rollin Okuneva,Mr,Dambulla,12/31/1958,Male,1,Married,31,6/3/2021,6/17/2022,Inactive,RESIGN,6/17/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1865,196123,Stephania Greenholt,Mr,Dambulla,3/27/1962,Male,1,Married,31,6/3/2021,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1867,196125,Vanessa Wuckert,Mr,Dambulla,8/14/1963,Male,1,Married,31,6/5/2021,4/9/2022,Inactive,RESIGN,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1873,196131,Gust Pagac,Mr,Galewela,8/14/1998,Male,1,Married,30,6/14/2021,12/31/2021,Inactive,RESIGN,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,,,
1874,196132,Hulda Wolf,Ms,,3/16/2001,Male,1,Single,31,6/14/2021,2/23/2022,Inactive,Resign,2/23/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1876,196134,Dr Merlin Schumm,Mr,,6/3/1996,Male,1,Single,31,6/14/2021,4/9/2022,Inactive,RESIGN,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1877,196135,Charlotte Herman,Mr,,7/12/2000,Male,1,Single,30,6/14/2021,12/31/2021,Inactive,Resign,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,,,
1878,196136,Miss Viola Collins DDS,Mr,,2/11/1998,Male,1,Married,55,6/14/2021,4/9/2022,Inactive,RESIGN,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,,,
